Source Title	Print-ISSN
"Quarterly Review of Surgery, Obstetrics and Gynecology"	0096543X 
Queen's nursing journal	3010821
Quintessence International	336572
Quipu	1855093
R.I. medical journal	0360067X
Radiation data and reports	916722
Radiation Medicine - Medical Imaging and Radiation Oncology	2882043
Radiation Oncology	1748717X
Radiation Oncology Investigations	10657541
Radiation Protection Dosimetry	1448420
Radiation Research	337587
Radiatsionnaya Biologiya Radioekologiya	8698031
Radio and Electronic Engineer	337722
"Radiobiologia, radioterapia, e fisica medica"	338176
Radiobiologiia	338192
Radiochemistry and Radioanalytical Letters	799483
"Radiographics : a review publication of the Radiological Society of North America, Inc"	2715333
Radiography	10788174
Radiologia	338338
Radiologia Brasileira	1003984
Radiologia Clinica	3766748
Radiologia clinica et biologica	338346
Radiologia Iugoslavica	0485893X
Radiologia Medica	338362
"Radiologia; rassegna internazionale trimestrale di radiobiologia,"	3907759
Radiologic Clinics of North America	338389
Radiologic Technology	338397
Radiological health data and reports	338400
Radiological Physics and Technology	18650333
Radiologie - Journal du CEPUR	7203322
Radiologist	10691286
Radiology	338419
Radiology and Oncology	13182099
Radiology management	1987097
Radiology Now	14614650
Radioprotection	338451
Radiosurgery	10242651
"Radioterapia, radiobiologia e fisica medica"	
Radiotherapy and Oncology	1678140
Radovi Medicinskog Fakulteta u Zagrebu	338575
Rare Tumors	20363605
Rassegna di medicina industriale e di igiene del lavoro	3706249
Rassegna di Patologia dell'Apparato Respiratorio	339563
Rassegna di Studi Psichiatrici	339636
Rassegna ed Archivio di Chirurgia	339652
Rassegna italiana di chirurgia e medicina	4817931
Rassegna Italiana di Chirurgia Pediatrica	3900495
Rassegna penitenziaria e criminologica	3927156
Rational Drug Therapy	317020
Rawal Medical Journal	3035212
Rays - International Journal of Radiological Sciences	3907740
RCM midwives : the official journal of the Royal College of Midwives.	14792915
RCM midwives journal : official journal of the Royal College of Midwives	1462138X
RCN nursing standard	
RDH	2797720
Reading and Writing	9224777
Reading Teacher	340561
Reanimation	16240693
Reanimation Soins Intensifs Medecine d'Urgence	7655290
Reanimation Urgences	11646756
Recent advances in biological psychiatry	3762122
Recent advances in studies on cardiac structure and metabolism	3635872
"Recent developments in alcoholism : an official publication of the American Medical Society on Alcoholism, the Research Society on Alcoholism, and the National Council on Alcoholism"	0738422X
Recent Patents on Anti-Cancer Drug Discovery	15748928
Recent Patents on Anti-Infective Drug Discovery	1574891X
Recent Patents on Biomedical Engineering	18747647
Recent Patents on Cardiovascular Drug Discovery	15748901
Recent Patents on CNS Drug Discovery	15748898
Recent Patents on DNA and Gene Sequences	18722156
"Recent Patents on Endocrine, Metabolic and Immune Drug Discovery"	18722148
"Recent patents on food, nutrition & agriculture"	18761429
Recent Patents on Inflammation and Allergy Drug Discovery	1872213X
Recent Patents on Medical Imaging	18776132
Recent Results in Cancer Research	800015
Recenti Progressi in Medicina	341193
Receptors & signal transduction	10878475
Recherche en soins infirmiers	2972964
Recht und Psychiatrie	7242247
Rechtsmedizin	9379819
Reconstruction surgery and traumatology	800260
"Recruitment, retention & restructuring report"	
Redox Report	13510002
Referate und Beitr\:age zur Anatomie und Entwickelungsgeschichte	
References en Gynecologie Obstetrique	12448168
Reflections / Sigma Theta Tau	8858144
"Reflections on nursing leadership / Sigma Theta Tau International, Honor Society of Nursing"	15276538
Refractive and Corneal Surgery	1042962X
"Refu""at ha-shinayim (Tel Aviv, Israel : 1983)"	3341402
Refuah Veterinarith	343153
Refuat ha-peh veha-shinayim (1993)	7929935
"Refu'at ha-peh veha-shinayim (Tel Aviv, Israel : 1969)"	343161
Regenerative Medicine	17460751
Regional Anesthesia	0146521X
Regional Anesthesia and Pain Medicine	10987339
Regional Cancer Treatment	9350411
Regulatory analyst. Medical waste	10651063
Regulatory Rapporteur	17428955
Rehab management	8996237
Rehabilitace a Fyzikalni Lekarstvi	12112658
Rehabilitacia	3750922
Rehabilitacion	487120
Rehabilitacion Psicosocial	16969936
Rehabilitacja Medyczna	14279622
Rehabilitation Counseling Bulletin	343552
Rehabilitation nursing : the official journal of the Association of Rehabilitation Nurses	2784807
Rehabilitation Oncology	
Rehabilitation Psychology	905550
Rejuvenation Research	15491684
Remedial and Special Education	7419325
Renal Failure	0886022X
Renal Physiology	3785858
Renal Physiology and Biochemistry	10116524
Rendiconti - Istituto superiore di sanità	3705811
Rendiconti di Gastro-Enterologia	3000877
Rentgenologiya i Radiologiya	0486400X
Report (Group for the Advancement of Psychiatry : 1984)	8883394
Report from the Institute for Philosophy & Public Policy	10672478
Report of proceedings / the Scottish Society of the History of Medicine. Scottish Society of the History of Medicine	5591996
"Report on carcinogens : carcinogen profiles / U.S. Dept. of Health and Human Services, Public Health Service, National Toxicology Program"	15518272
Report on medical guidelines & outcomes research	10505636
Report on Pediatric Infectious Diseases	1050964X
Reports (International Development Research Centre (Canada))	3159981
Reports in Medical Imaging	11791586
Reports of Practical Oncology and Radiotherapy	15071367
Reports on health and social subjects	3008045
Reports on public health and medical subjects	726117
Reproducao e Climaterio	14132087
Reproduction	14701626
"Reproduction (Cambridge, England) Supplement"	14770415
"Reproduction (Cambridge, England). Abstract series"	14763990
Reproduction Humaine et Hormones	9943919
Reproduction Nutrition Development	9265287
Reproduction Nutrition Developpement	1811916
"Reproduction, Fertility and Development"	10313613
Reproductive and genetic engineering	8955565
Reproductive Biology and Endocrinology	14777827
Reproductive BioMedicine Online	14726483
Reproductive freedom news / from the Center for Reproductive Law & Policy	
Reproductive Health	17424755
Reproductive Health Matters	9688080
Reproductive Medicine and Biology	14455781
Reproductive Medicine Review	9622799
"Reproductive sciences (Thousand Oaks, Calif.)"	19337191
Reproductive Technologies	15284840
Reproduktionsmedizin	14346931
ReproWatch	1177796
Repura. Leprosy	241008
RES Journal of the Reticuloendothelial Society	336890
Research and Clinical Forums	1433083
Research and clinical studies in headache	801453
Research and Practice for Persons with Severe Disabilities	15407969
Research and Practice in Alzheimer's Disease	12848360
Research and theory for nursing practice	15416577
Research briefs : center for studying health system change	
Research Communications in Alcohol and Substances of Abuse	10808388
Research Communications in Biological Psychology and Psychiatry	10870695
Research Communications in Molecular Pathology and Pharmacology	10780297
"Research Communications in Psychology, Psychiatry and Behavior"	3622428
Research Communications in Substances of Abuse	1930818
Research in Autism Spectrum Disorders	17509467
Research in Experimental Medicine	3009130
Research in gerontological nursing	19404921
Research in Healthcare Financial Management	15241521
Research in Nursing and Health	1606891
Research in Occupational Stress and Well Being	14793555
Research in population economics	1637878
Research in Social and Administrative Pharmacy	15517411
Research in Social Problems and Public Policy	1961152
Research in Sports Medicine	15438627
Research in Surgery	2145987
Research in the Sociology of Health Care	2754959
Research in Veterinary Science	345288
"Research initiative, treatment action : RITA"	15208745
Research Journal of Allergy	18193390
Research Journal of Cardiology	18193404
Research Journal of Medical Sciences	18159346
Research Journal of Medicinal Plant	18193455
Research Journal of Microbiology	18164935
Research Journal of Obstetrics and Gynecology	19947925
Research Journal of Parasitology	18164943
Research Journal of Pharmacology	18159362
Research on Aging	1640275
Research quarterly	345377
Research Quarterly for Exercise and Sport	2701367
Research report (Health Effects Institute)	10415505
"Research Report Series - University of Queensland, Department of Civil Engineering"	1591185
Residential Treatment for Children and Youth	0886571X 
Residue Reviews	0080181X
Resource Recovery and Conservation	3043967
Respiration and Circulation	4523458
Respiration Physiology	345687
Respiration; international review of thoracic diseases	257931
Respiratory Care	201324
Respiratory Care Clinics of North America	10785337
Respiratory Medicine	9546111
Respiratory Medicine CME	17550017
Respiratory Medicine Extra	17449049
Respiratory Medicine: COPD Update	17450454
Respiratory Physiology and Neurobiology	15699048
Respiratory Research	14659921
Respirology	13237799
Restorative dentistry	2669315
Restorative Neurology and Neuroscience	9226028
Results in Pharma Sciences	
Resuscitation	3009572
Retina	0275004X
Retina-Vitreus	13001256
Retrovirology	17424690
Reumatismo	487449
Reumatizam	3741338
Reumatologia Clinica	1699258X
Reumatologia Clinica Suplementos	18863604
Reumatologia polska	4845986
Revenue-cycle strategist	15490858
Review (Federation of American Health Systems)	8910200
"Review of Clinical Pharmacology and Pharmacokinetics, International Edition"	10116583
Review of Diabetic Studies	16136071
Review of law and social change. New York University	487481
Review of public data use	922846
Review of Surgery	346780
Reviews in Analgesia	1542961X 
Reviews in Cardiovascular Medicine	15306550
Reviews in Clinical and Experimental Hematology	11270020
Reviews in Clinical Gerontology	9592598
Reviews in Endocrine and Metabolic Disorders	13899155
Reviews in Gastroenterological Disorders	1533001X
Reviews in Gynaecological and Perinatal Practice	18712320
Reviews in Gynaecological Practice	14717697
Reviews in Medical Microbiology	0954139X
Reviews in Medical Virology	10529276
Reviews in Neurological Diseases	15452913
Reviews in Pure and Applied Pharmacological Sciences	1972839
Reviews of Environmental Contamination and Toxicology	1795953
Reviews of Geophysics and Space Physics	346853
Reviews of Infectious Diseases	1620886
Reviews of Reproduction	13596004
Reviews on Drug Interactions	487546
Reviews on Drug Metabolism and Drug Interactions	3342190
Reviews on Environmental Health	487554
Reviews on Recent Clinical Trials	15748871
Revisiones en Cancer	2138573
Revisiones en Psicofarmacologia	11387165
Revista Alergia Mexico	25151
Revista Amrigs	1022105
Revista Andaluza de Medicina del Deporte	18887546
Revista Argentina de Cardiologia	347000
Revista Argentina de Clinica Psicologica	3276716
Revista Argentina de Dermatologia	3252787
Revista Argentina de Endocrinologia y Metabolismo	3264610
Revista argentina de endocrinologia y metabolismo	802077
Revista Argentina de Microbiologia	3257541
Revista argentina de urología	
Revista argentina de urologia y nefrologia	487627
Revista Brasileira de Anestesiologia	347094
Revista Brasileira de Biologia	347108
Revista Brasileira de Cardiologia Invasiva	1041843
Revista Brasileira de Ciencias Mecanicas/Journal of the Brazilian Society of Mechanical Sciences	1007386
Revista Brasileira de Coloproctologia	1019880
Revista brasileira de enfermagem	347167
Revista Brasileira de Epidemiologia	1415790X
Revista brasileira de estatistica	347175
Revista Brasileira de Fisioterapia	14133555
Revista Brasileira de Ginecologia e Obstetricia	1007203
Revista brasileira de ginecologia e obstetricía : revista da Federação Brasileira das Sociedades de Ginecologia e Obstetrícia	18069339
Revista Brasileira de Hematologia e Hemoterapia	15168484
Revista Brasileira de Medicina	347264
Revista Brasileira de Medicina do Esporte	15178692
Revista Brasileira de Medicina Psicossomatica	14143410
Revista Brasileira de Neurologia	1018469
Revista Brasileira de Oftalmologia	347280
Revista Brasileira de Ortopedia	1023616
Revista Brasileira de Otorrinolaringologia	347299
Revista brasileira de otorrinolaringologia (English ed.)	18088694
Revista brasileira de parasitologia veterinaria = Brazilian journal of veterinary parasitology : Orgao Oficial do Colegio Brasileiro de Parasitologia Veterinaria.	0103846X
Revista brasileira de pesquisas medicas e biologicas	347310
Revista Brasileira de Psiquiatria	15164446
Revista Brasileira de Reumatologia	4825004
Revista Brasileira de Saude Materno Infantil	15193829
Revista brasileira de tuberculose e doenças torácicas	3703843
Revista Chilena de Anestesia	7164076
Revista Chilena de Cirugia	3793893
Revista Chilena de Enfermedades Respiratorias	7175698
Revista chilena de infectologia : organo oficial de la SociedadChilena de Infectologia.	7161018
Revista Chilena de Neuro-Psiquiatria	347388
Revista Chilena de Nutricion	7161549
Revista Chilena de Obstetricia y Ginecologia	0048766X
Revista Chilena de Pediatria	3704106
Revista Chilena de Radiologia	0717201X
Revista Ciencias de la Salud	16927273
Revista Cientifica de la Facultad de Ciencias Veterinarias de la Universidad del Zulia	7982259
Revista Clinica Espanola	142565
Revista Colombiana de Anestesiologia	1203347
Revista Colombiana de Cardiologia	1205633
Revista Colombiana de Ciencias Pecuarias	1200690
